,addresses,build_status,category,flat_type,importance,latitude,lease_type,longitude,prices,sale_dates,subcategory
1312,"148 Albert Road, Leyton, London, E10 6PB",Non-Newbuild,highway,Flat,0.62,51.5645327,Leasehold,-0.0041936,437500.0,2018-08-31,residential
1313,"12a Broughton Road, London, SW6 2LA",Non-Newbuild,highway,Flat,0.51,51.4718486,Leasehold,-0.1890711,691888.0,2018-08-31,residential
1314,"34 Blackberry Court Queen Mary Avenue, South Woodford, London, E18 2GF",Non-Newbuild,,Flat,,,Leasehold,,155000.0,2018-08-31,
1315,"Flat 38 Upton Heights, 214 Upton Lane, London, E7 9NP",Non-Newbuild,,Flat,,,Leasehold,,305000.0,2018-08-31,
1316,"3 Rannoch Road, London, W6 9SS",Non-Newbuild,highway,Terraced,0.51,51.4840626,Freehold,-0.2222207,1100000.0,2018-08-31,residential
1317,"Upper Maisonette 22 Northwold Road, London, N16 7EP",Non-Newbuild,,Flat,,,Leasehold,,800000.0,2018-08-31,
1318,"39b Ardleigh Road, London, N1 4HS",Non-Newbuild,place,Flat,0.311,51.5981386,Leasehold,-0.024708,832500.0,2018-08-31,house
1319,"Ground Floor Flat 10 Queensmill Road, London, SW6 6JS",Non-Newbuild,,Flat,,,Leasehold,,790000.0,2018-08-31,
1320,"Flat 10 Labyrinth Tower Dalston Square, London, E8 3GP",Non-Newbuild,,Flat,,,Leasehold,,595000.0,2018-08-31,
1321,"3 Myrtle Road, London, E17 8BX",Non-Newbuild,place,Terraced,0.411,41.5604733194,Freehold,-71.893490371,650000.0,2018-08-31,house
1322,"Ground Floor Flat 19 Furness Road, London, SW6 2LQ",Non-Newbuild,,Flat,,,Leasehold,,475000.0,2018-08-31,
1323,"8 Victoria Road, London, E18 1LG",Non-Newbuild,highway,Semi Detached,0.71,51.590821,Freehold,0.0310345,525000.0,2018-08-31,residential
1324,"35 Langdon Crescent, London, E6 2PW",Non-Newbuild,highway,Semi Detached,0.41,51.5325214,Freehold,0.0666477281081,415000.0,2018-08-31,residential
1325,"Flat 3 6 Tedworth Square, London, SW3 4DY",Non-Newbuild,highway,Flat,0.71,51.4876214,Leasehold,-0.1627637,1442000.0,2018-08-31,residential
1326,"Flat 1 Ordell Court, 2 Ordell Road, London, E3 2DS",Non-Newbuild,,Flat,,,Leasehold,,350000.0,2018-08-31,
1327,"Flat 1 80 Manor Road, Stoke Newington, London, N16 5BN",Non-Newbuild,highway,Flat,0.81,51.5665566,Leasehold,-0.082003,670000.0,2018-08-31,secondary
1328,"Flat 3 Aspect Court Lensbury Avenue, London, SW6 2TN",Non-Newbuild,,Flat,,,Leasehold,,1100000.0,2018-08-31,
1329,"16 Gordon Road, South Woodford, London, E18 1DN",Non-Newbuild,highway,Terraced,0.72,51.5974888,Freehold,0.0340419,625000.0,2018-08-31,residential
1330,"Flat 42 Kleine Wharf, 14 Orsman Road, London, N1 5QL",Non-Newbuild,,Flat,,,Leasehold,,475000.0,2018-08-31,
1331,"Second Floor Flat 51 Tunis Road, London, W12 7EY",Non-Newbuild,,Flat,,,Leasehold,,510000.0,2018-08-31,
1332,"73 Scotts Road, London, E10 6LN",Non-Newbuild,highway,Terraced,0.41,51.5017343,Freehold,-0.396516,635000.0,2018-08-31,residential
1333,"Flat 3 Wadsworth Court, 689 Lea Bridge Road, London, E10 6AL",Non-Newbuild,,Flat,,,Leasehold,,142500.0,2018-08-31,
1334,"71c Harcourt Terrace, London, SW10 9JP",Non-Newbuild,highway,Flat,0.51,51.4872208,Leasehold,-0.1861801,575000.0,2018-08-31,residential
1335,"86 Waltham Way, London, E4 8HE",Non-Newbuild,,Terraced,,,Freehold,,405000.0,2018-08-31,
1336,"220 Moselle Avenue, London, N22 6EX",Non-Newbuild,highway,Terraced,0.51,51.5979405,Freehold,-0.1021376,402000.0,2018-08-31,residential
1337,"Flat 35 Dunnock House, 21 Moorhen Drive, London, NW9 7DR",Non-Newbuild,,Flat,,,Leasehold,,430000.0,2018-08-31,
1338,"Flat 3 Strand Building, 29 Urswick Road, London, E9 6DW",Non-Newbuild,,Flat,,,Leasehold,,417500.0,2018-08-31,
1339,"Flat 237 Leamore Court, 1 Meath Crescent, London, E2 0QA",Non-Newbuild,,Flat,,,Leasehold,,470000.0,2018-08-31,
1340,"127 Scotts Road, London, E10 6LN",Non-Newbuild,highway,Flat,0.41,51.5017343,Leasehold,-0.396516,464500.0,2018-08-31,residential
1341,"11 Rum Close, London, E1W 3QX",Non-Newbuild,highway,Terraced,0.61,51.5090396,Freehold,-0.0555527,585000.0,2018-08-31,residential
1342,"124 Vicarage Road, Leyton, London, E10 5DZ",Non-Newbuild,highway,Terraced,0.63,51.5715893,Freehold,-0.0180869,400000.0,2018-08-31,residential
1343,"Flat 1 1 Harvard Road, London, W4 4EA",Non-Newbuild,highway,Flat,0.61,51.4531681,Leasehold,-0.009812,850000.0,2018-08-31,residential
1344,"Flat 10 Capital Wharf, 50 Wapping High Street, London, E1W 1LY",Non-Newbuild,,Flat,,,Leasehold,,700000.0,2018-08-31,
1345,"68 Benson Avenue, London, E6 3ED",Non-Newbuild,highway,Flat,0.61,51.5292609,Leasehold,0.0381054,200000.0,2018-08-31,residential
1346,"Ground Floor Flat 32 Inglethorpe Street, London, SW6 6NT",Non-Newbuild,,Flat,,,Leasehold,,675000.0,2018-08-31,
1347,"33 Rosemary Avenue, London, N9 8QX",Non-Newbuild,highway,Terraced,0.51,51.6302134,Freehold,-0.0547612,370000.0,2018-08-31,residential
1348,"96 Cheneys Road, London, E11 3LN",Non-Newbuild,highway,Terraced,0.51,51.5569838,Freehold,0.0095155,598000.0,2018-08-31,residential
1349,"Flat 55 Albert Bigg Point Godfrey Street, London, E15 2SF",Non-Newbuild,,Flat,,,Leasehold,,235000.0,2018-08-31,
1350,"15 Earlston Grove, London, E9 7NE",Non-Newbuild,highway,Flat,0.61,51.5365137,Leasehold,-0.055667,560000.0,2018-08-31,residential
1351,"173 Kingsland Road, London, E13 9NT",Non-Newbuild,highway,Terraced,0.52,51.5264354,Freehold,0.0360335,384000.0,2018-08-31,residential
1352,"Flat 9 Newton House Abbey Road, London, NW8 0AH",Non-Newbuild,,Flat,,,Leasehold,,300000.0,2018-08-31,
1353,"Flat 74 Albion Gate Albion Street, London, W2 2LA",Non-Newbuild,,Flat,,,Leasehold,,2150000.0,2018-08-31,
1354,"86 Camden Road, London, E17 7NF",Non-Newbuild,building,Semi Detached,0.531,51.5785205,Freehold,-0.0273875007853,500000.0,2018-08-31,yes
1355,"372 Oakleigh Road North, London, N20 0SP",Non-Newbuild,highway,Terraced,0.61,51.6298827,Freehold,-0.1744915,550000.0,2018-08-31,primary
1356,"34 Woodhurst Road, London, W3 6SP",Non-Newbuild,highway,Terraced,0.51,51.510845,Freehold,-0.2666485,1200000.0,2018-08-31,residential
1357,"Flat 14 Cedar Court Churchfields, London, E18 2QU",Non-Newbuild,,Flat,,,Leasehold,,375000.0,2018-08-31,
1358,"17 Rannoch Road, London, W6 9SS",Non-Newbuild,highway,Terraced,0.51,51.4840626,Freehold,-0.2222207,1145000.0,2018-08-31,residential
1359,"14 Rosaline Road, London, SW6 7QT",Non-Newbuild,highway,Terraced,0.51,51.4799978,Freehold,-0.2120035,1130000.0,2018-08-31,residential
1360,"15 Hawkdene, London, E4 7PF",Non-Newbuild,,Terraced,,,Freehold,,405000.0,2018-08-31,
1361,"18 Cherrywood Drive, London, SW15 6DS",Non-Newbuild,highway,Semi Detached,0.61,51.4577887,Freehold,-0.221864,840000.0,2018-08-31,residential
1362,"14 Prince Arthur Road, London, NW3 6AU",Non-Newbuild,highway,Detached,0.71,51.5548684,Freehold,-0.1760828,6650000.0,2018-08-31,residential
1363,"30 Dunton Road, London, E10 7AF",Non-Newbuild,,Terraced,,,Freehold,,470000.0,2018-08-31,
1364,"20 Silvester Road, London, SE22 9PD",Non-Newbuild,building,Terraced,0.521,51.4547956,Freehold,-0.0746623514197,800000.0,2018-08-31,yes
1365,"30a Gaisford Street, London, NW5 2ED",Non-Newbuild,highway,Flat,0.51,51.5476553,Leasehold,-0.1358113,900000.0,2018-08-31,residential
1366,"71 Wellington Road, Wanstead, London, E11 2AS",Non-Newbuild,highway,Semi Detached,0.52,51.5803905,Freehold,0.0251926,875000.0,2018-08-31,residential
1367,"17 Wincrofts Drive, London, SE9 2RG",Non-Newbuild,highway,Semi Detached,0.61,51.4574933,Freehold,0.0821832,607000.0,2018-08-31,residential
1368,"Basement Flat 163 Hemingford Road, London, N1 1BZ",Non-Newbuild,,Flat,,,Leasehold,,700000.0,2018-08-31,
1369,"83 Murchison Road, London, E10 6NA",Non-Newbuild,highway,Terraced,0.52,51.5635738,Freehold,-0.0069433,667000.0,2018-08-31,residential
1370,"50 Pulborough Road, London, SW18 5UH",Non-Newbuild,highway,Terraced,0.51,51.448304,Freehold,-0.2060268,1190000.0,2018-08-31,residential
1371,"Flat 111 City Pavilion, 33 Britton Street, London, EC1M 5UG",Non-Newbuild,,Flat,,,Leasehold,,1048500.0,2018-08-31,
1372,"Flat 60 Ocean Wharf, 60 Westferry Road, London, E14 8JS",Non-Newbuild,,Flat,,,Leasehold,,690000.0,2018-08-31,
1373,"24 Knivet Road, London, SW6 1JH",Non-Newbuild,place,Terraced,0.621,51.482966,Freehold,-0.1986929,1175000.0,2018-08-31,house
1374,"23 Grantham Road, London, W4 2RT",Non-Newbuild,highway,Terraced,0.61,51.4828539,Freehold,-0.2557338,910000.0,2018-08-31,residential
1375,"10 Globe Road, London, E15 1RF",Non-Newbuild,amenity,Terraced,0.421,51.5221732,Freehold,-0.0463128,400000.0,2018-08-31,cafe
1376,"62 Foxbourne Road, Balham, London, SW17 8EW",Non-Newbuild,place,Terraced,0.731,51.4390547636,Freehold,-0.152113081818,1230100.0,2018-08-31,house
1377,"25 Langdon Road, London, E6 2QB",Non-Newbuild,highway,Terraced,0.61,51.5333016,Freehold,0.0640076,420000.0,2018-08-31,residential
1378,"176 Mitcham Road, London, E6 3NF",Non-Newbuild,highway,Terraced,0.51,51.5265906,Freehold,0.0526664,440000.0,2018-08-31,residential
1379,"46 Burgoyne Road, London, SW9 9QJ",Non-Newbuild,highway,Terraced,0.61,51.4664638,Freehold,-0.1191064,840000.0,2018-08-31,residential
1380,"Flat 11 Jessop Court Graham Street, London, N1 8LG",Non-Newbuild,,Flat,,,Leasehold,,545000.0,2018-08-31,
1381,"68a Grosvenor Park Road, London, E17 9PG",Non-Newbuild,building,Terraced,0.621,51.57977255,Freehold,-0.0167297082721,495000.0,2018-08-31,yes
1382,"22 Bellew Street, London, SW17 0AD",Non-Newbuild,building,Terraced,0.531,51.4335499,Freehold,-0.182207977812,790000.0,2018-08-31,yes
1383,"4 Chudleigh Road, London, NW6 7AH",Non-Newbuild,building,Detached,0.621,51.5427702,Freehold,-0.220054067553,2850000.0,2018-08-31,yes
1384,"Flat 6 Highstone Court New Wanstead, London, E11 2SE",Non-Newbuild,,Flat,,,Leasehold,,360000.0,2018-08-31,
1385,"64 Chipstead Street, Fulham, London, SW6 3SS",Non-Newbuild,highway,Terraced,0.61,51.4734774,Freehold,-0.1950761,2651001.0,2018-08-31,residential
1386,"52 Chevening Road, London, NW6 6DE",Non-Newbuild,building,Terraced,0.421,51.5349064,Freehold,-0.216646272279,2045000.0,2018-08-31,yes
1387,"Flat 3 Woollon House Clark Street, London, E1 3ES",Non-Newbuild,,Flat,,,Leasehold,,274300.0,2018-08-31,
1388,"223 Crookston Road, London, SE9 1YE",Non-Newbuild,highway,Semi Detached,0.61,51.4642393,Freehold,0.0677101,485000.0,2018-08-31,residential
1389,"31 Princes Gardens, London, W5 1SD",Non-Newbuild,highway,Semi Detached,0.61,51.5265152,Freehold,-0.3119839,1100000.0,2018-08-31,residential
1390,"9 Shirley Street, London, E16 1HU",Non-Newbuild,highway,Terraced,0.51,51.512279,Freehold,0.0122804,412000.0,2018-08-31,residential
1391,"60 Howson Road, London, SE4 2AT",Non-Newbuild,highway,Terraced,0.51,51.4607049,Freehold,-0.0372978,655000.0,2018-08-31,residential
1392,"200a Cassland Road, London, E9 5AJ",Non-Newbuild,highway,Terraced,0.51,51.5424438,Freehold,-0.0458469,599000.0,2018-08-31,primary
1393,"85 Otter Close, London, E15 2PT",Non-Newbuild,highway,Flat,0.51,51.533805,Leasehold,-0.009427,387500.0,2018-08-31,residential
1394,"130 Leighton Road, London, NW5 2RG",Non-Newbuild,highway,Terraced,0.61,51.5507599,Freehold,-0.1347585,1820000.0,2018-08-31,tertiary
1395,"67 Colchester Road, Leyton, London, E10 6HB",Non-Newbuild,,Semi Detached,,,Freehold,,620000.0,2018-08-31,
1396,"9 Gamuel Close, London, E17 8NR",Non-Newbuild,highway,Terraced,0.51,51.5748228,Freehold,-0.0235755,435200.0,2018-08-31,residential
1397,"46 Godwin Close, London, E4 7RQ",Non-Newbuild,highway,Terraced,0.41,51.5330217,Freehold,-0.0925314,325800.0,2018-08-31,residential
1398,"Flat 2 19 Whitehall Park, London, N19 3TS",Non-Newbuild,highway,Flat,0.61,51.5701853,Leasehold,-0.1357247,560000.0,2018-08-31,residential
1399,"Flat 36 Swanleys, 45 Westbourne Park Road, London, W2 5QE",Non-Newbuild,,Flat,,,Leasehold,,410000.0,2018-08-31,
1400,"First, Second And Loft Floor 105 High Street, London, NW10 4TS",Non-Newbuild,,Flat,,,Leasehold,,275000.0,2018-08-31,
1401,"Apartment 05.05 75 Buckingham Palace Road, London, SW1W 0AJ",Non-Newbuild,,Flat,,,Leasehold,,1185000.0,2018-08-31,
1402,"Flat 8 Citadel Court, 1 - 9 Ronalds Road, Islington, London, N5 1XH",Non-Newbuild,,Flat,,,Leasehold,,550000.0,2018-08-31,
1403,"65 First Avenue, Manor Park, London, E12 6AW",Non-Newbuild,highway,Terraced,0.71,51.547888,Freehold,0.0532827,420000.0,2018-08-31,residential
1404,"1 Burghley Road, London, E11 4QP",Non-Newbuild,highway,Terraced,0.71,51.5677667,Freehold,0.0094659,675000.0,2018-08-31,residential
1405,"Tenby Tenterden Grove, London, NW4 1TH",Non-Newbuild,,Semi Detached,,,Freehold,,1200000.0,2018-08-31,
1406,"1 Westcroft Square, London, W6 0TB",Non-Newbuild,highway,Terraced,0.61,51.4946413,Freehold,-0.2439487,2150000.0,2018-08-31,residential
1407,"42 Huxley Road, London, N18 1NN",Non-Newbuild,highway,Terraced,0.51,51.6192954,Freehold,-0.0755945,385000.0,2018-08-31,residential
1408,"Flat 27 Gainsborough House Frognal Rise, London, NW3 6PZ",Non-Newbuild,,Flat,,,Leasehold,,4275000.0,2018-08-31,
1409,"60 Webster Gardens, London, W5 5NH",Non-Newbuild,highway,Detached,0.51,51.5087902,Freehold,-0.3032419,1840000.0,2018-08-31,residential
1410,"Flat 16 Kelvin Court 40-42 Kensington Park Road, London, W11 3BT",Non-Newbuild,,Flat,,,Leasehold,,595000.0,2018-08-31,
1411,"5 Twyford Abbey Road, London, NW10 7HH",Non-Newbuild,highway,Semi Detached,0.61,51.5312129,Freehold,-0.2910684,300000.0,2018-08-31,tertiary
1412,"10 Freeland Park, London, NW4 1LP",Non-Newbuild,highway,Flat,0.61,51.5981175,Leasehold,-0.2101834,420000.0,2018-08-31,residential
1413,"66 Wigston Road, London, E13 8QW",Non-Newbuild,highway,Terraced,0.52,51.5229747,Freehold,0.0272575,423000.0,2018-08-31,residential
1414,"13 Park Hill, London, W5 2JS",Non-Newbuild,place,Detached,0.421,51.3613282,Freehold,-0.1690911,3250000.0,2018-08-31,house
1415,"72 Erskine Hill, London, NW11 6HG",Non-Newbuild,highway,Semi Detached,0.51,51.5841125,Freehold,-0.1930237,918500.0,2018-08-31,residential
1416,"Flat 60 Tudor Court King Henrys Walk, London, N1 4NU",Non-Newbuild,,Flat,,,Leasehold,,410000.0,2018-08-31,
1417,"Flat 19 Hillsborough Court Mortimer Crescent, London, NW6 5NR",Non-Newbuild,,Flat,,,Leasehold,,295000.0,2018-08-31,
1418,"38 Cowper Road, London, W7 1EH",Non-Newbuild,building,Semi Detached,0.421,51.55384175,Freehold,-0.0801998293169,635000.0,2018-08-31,yes
1419,"46 Clarence Road, London, E17 6AQ",Non-Newbuild,place,Terraced,0.531,51.5950565643,Freehold,-0.0386772785714,550000.0,2018-08-31,house
1420,"Flat 92 Townshend Court Mackennal Street, London, NW8 7DR",Non-Newbuild,,Flat,,,Leasehold,,650000.0,2018-08-31,
1421,"2c Lindfield Gardens, London, NW3 6PU",Non-Newbuild,highway,Flat,0.51,51.5518861,Leasehold,-0.1826977,1430000.0,2018-08-31,residential
1422,"85 Wynford Road, London, N1 9TY",Non-Newbuild,place,Flat,0.66,51.5344175,Leasehold,-0.114728626495,525000.0,2018-08-31,houses
1423,"72 Upfield Road, London, W7 1AN",Non-Newbuild,highway,Terraced,0.51,51.5255782,Freehold,-0.3363548,475000.0,2018-08-31,residential
1424,"4 Campden Grove, London, W8 4JG",Non-Newbuild,place,Terraced,0.521,51.50437814,Freehold,-0.19418641,5750000.0,2018-08-31,house
1425,"247 Hungerford Road, London, N7 9LD",Non-Newbuild,building,Flat,0.611,51.5492126,Leasehold,-0.12610369536,475000.0,2018-08-31,yes
1426,"18 Parkway, London, N14 6QU",Non-Newbuild,highway,Detached,0.52,51.6290472,Freehold,-0.121253,1010000.0,2018-08-31,residential
1427,"48 Pinewood Grove, London, W5 2AG",Non-Newbuild,highway,Flat,0.51,51.5171647,Leasehold,-0.3104421,430000.0,2018-08-31,residential
1428,"Flat 8 56 Pont Street, London, SW1X 0AE",Non-Newbuild,,Flat,,,Leasehold,,1075000.0,2018-08-31,
1429,"69 Barrowgate Road, London, W4 4QS",Non-Newbuild,highway,Detached,0.51,51.4885883,Freehold,-0.2643348,3100000.0,2018-08-31,residential
1430,"1 Eastfields Road, London, W3 0AA",Non-Newbuild,highway,Semi Detached,0.52,51.5207297,Freehold,-0.2689662,730000.0,2018-08-31,residential
